Season,Episode,Character,Appearance_Type
15,A House Full of Peters,Meg Griffin,Also Appearing
15,A House Full of Peters,Chris Griffin,Also Appearing
15,A House Full of Peters,Cleveland Brown,Also Appearing
15,A House Full of Peters,Joe Swanson,Also Appearing
15,A House Full of Peters,Quagmire,Also Appearing
15,A House Full of Peters,Donna,Also Appearing
15,A House Full of Peters,Bonnie Swanson,Also Appearing
15,A House Full of Peters,Katie,Also Appearing
15,A House Full of Peters,Larry,Also Appearing
15,A House Full of Peters,Tyler,Also Appearing
15,A House Full of Peters,Eddie the Live Studio Ostrich,Also Appearing
15,A House Full of Peters,Storyteller,Also Appearing
15,A House Full of Peters,Mrs. Butterworth,Also Appearing
15,A House Full of Peters,Dr. Elizabeth McCord,Also Appearing
15,A House Full of Peters,Orville Redenbacher,Also Appearing
15,A House Full of Peters,Gary Redenbacher,Also Appearing
15,A House Full of Peters,Kid Rock,Also Appearing
16,Emmy-Winning Episode,Lois Griffin,Also Appearing
16,Emmy-Winning Episode,Meg Griffin,Also Appearing
16,Emmy-Winning Episode,Chris Griffin,Also Appearing
16,Emmy-Winning Episode,Stewie Griffin,Also Appearing
16,Emmy-Winning Episode,Brian Griffin,Also Appearing
16,Emmy-Winning Episode,Quagmire,Also Appearing
16,Emmy-Winning Episode,Joe Swanson,Also Appearing
16,Emmy-Winning Episode,Bonnie Swanson,Also Appearing
16,Emmy-Winning Episode,Cleveland Brown,Also Appearing
16,Emmy-Winning Episode,Donna,Also Appearing
16,Emmy-Winning Episode,Rupert,Also Appearing
16,Emmy-Winning Episode,Mayor Adam West,Also Appearing
16,Emmy-Winning Episode,Jerome,Also Appearing
16,Emmy-Winning Episode,Tricia Takanawa,Also Appearing
16,Emmy-Winning Episode,Elmer Hartman,Also Appearing
16,Emmy-Winning Episode,Consuela,Also Appearing
16,Emmy-Winning Episode,Eddie the Live Studio Ostrich,Also Appearing
16,Emmy-Winning Episode,Sofia Vergara,Also Appearing
16,Emmy-Winning Episode,Ty Burrell,Also Appearing
16,Emmy-Winning Episode,Louis C.K.,Also Appearing
16,Emmy-Winning Episode,Ryan O'Neil,Also Appearing
16,Emmy-Winning Episode,Alec Baldwin,Also Appearing
16,Emmy-Winning Episode,Julie Bowen,Also Appearing
16,Emmy-Winning Episode,Aaron Sorkin,Also Appearing
16,Emmy-Winning Episode,Shonda Rhimes,Also Appearing
16,Emmy-Winning Episode,Eddie Vedder,Also Appearing
16,Emmy-Winning Episode,Tracy Morgan,Also Appearing
16,Emmy-Winning Episode,Tina Fey,Also Appearing
16,Emmy-Winning Episode,Kelsey Grammer,Also Appearing
16,Emmy-Winning Episode,Julia Louis-Dreyfus,Also Appearing
16,Emmy-Winning Episode,Bill Maher,Also Appearing
16,Emmy-Winning Episode,Maggie Smith,Also Appearing
16,Emmy-Winning Episode,Heidi Klum,Also Appearing
16,Emmy-Winning Episode,Michael Kors,Also Appearing
16,Emmy-Winning Episode,Nina García,Also Appearing
16,Emmy-Winning Episode,Asa Akira,Also Appearing
16,Foxx in the Men House,Lois Griffin,Also Appearing
16,Foxx in the Men House,Meg Griffin,Also Appearing
16,Foxx in the Men House,Chris Griffin,Also Appearing
16,Foxx in the Men House,Brian Griffin,Also Appearing
16,Foxx in the Men House,Stewie Griffin,Also Appearing
16,Foxx in the Men House,Quagmire,Also Appearing
16,Foxx in the Men House,Joe Swanson,Also Appearing
16,Foxx in the Men House,Cleveland Brown,Also Appearing
16,Foxx in the Men House,Kristen Medley,Also Appearing
16,Foxx in the Men House,Ashley Caldwell,Also Appearing
16,Foxx in the Men House,Kathleen Turner,Also Appearing
16,Foxx in the Men House,Meryl Streep,Also Appearing
16,Foxx in the Men House,George Clooney,Also Appearing
16,Foxx in the Men House,Jerry Seinfeld,Also Appearing
16,Nanny Goats,Stewie Griffin,Also Appearing
16,Nanny Goats,Meg Griffin,Also Appearing
16,Nanny Goats,Chris Griffin,Also Appearing
16,Nanny Goats,Brian Griffin,Also Appearing
16,Nanny Goats,Cleveland Brown,Also Appearing
16,Nanny Goats,Donna,Also Appearing
16,Nanny Goats,Jr.,Also Appearing
16,Nanny Goats,Joe Swanson,Also Appearing
16,Nanny Goats,Bonnie Swanson,Also Appearing
16,Nanny Goats,Carter,Also Appearing
16,Nanny Goats,Babs,Also Appearing
16,Nanny Goats,Goose,Also Appearing
16,Nanny Goats,Maverick,Also Appearing
16,Nanny Goats,Craig,Also Appearing
16,Nanny Goats,Steve,Also Appearing
16,Nanny Goats,Ronald,Also Appearing
16,Nanny Goats,Natalia,Also Appearing
16,Nanny Goats,Frank Maxwell,Also Appearing
16,Nanny Goats,Fievel Mousekewitz,Also Appearing
16,Nanny Goats,Mickey Mouse,Also Appearing
16,Follow the Money,Peter Griffin,Also Appearing
16,Follow the Money,Lois Griffin,Also Appearing
16,Follow the Money,Meg Griffin,Also Appearing
16,Follow the Money,Stewie Griffin,Also Appearing
16,Follow the Money,Brian Griffin,Also Appearing
16,Follow the Money,Quagmire,Also Appearing
16,Follow the Money,Joe Swanson,Also Appearing
16,Follow the Money,Bonnie Swanson,Also Appearing
16,Follow the Money,Cleveland Brown,Also Appearing
16,Follow the Money,Jr.,Also Appearing
16,Follow the Money,Donna,Also Appearing
16,Follow the Money,Elmer Hartman,Also Appearing
16,Follow the Money,Patty,Also Appearing
16,Follow the Money,Esther,Also Appearing
16,Follow the Money,Ruth,Also Appearing
16,Follow the Money,Tom Tucker,Also Appearing
16,Follow the Money,Tricia Takanawa,Also Appearing
16,Follow the Money,Joyce Kinney,Also Appearing
16,Follow the Money,Ollie Williams,Also Appearing
16,Follow the Money,RJ,Also Appearing
16,Follow the Money,Mort,Also Appearing
16,Follow the Money,Neil Goldman,Also Appearing
16,Follow the Money,Ida Davis,Also Appearing
16,Follow the Money,Seamus,Also Appearing
16,Follow the Money,Carl,Also Appearing
16,Follow the Money,Fouad,Also Appearing
16,Follow the Money,Mayor Adam West,Also Appearing
16,Follow the Money,Tomik and Bellgarde,Also Appearing
16,Follow the Money,Jerome,Also Appearing
16,Follow the Money,Jillian Russell-Wilcox,Also Appearing
16,Follow the Money,Mr. Washee Washee,Also Appearing
16,Follow the Money,Connie D'Amico,Also Appearing
16,Follow the Money,DJ Butcher,Also Appearing
16,Follow the Money,Tracy Flannigan,Also Appearing
16,Follow the Money,Johnny Wind Chimes,Also Appearing
16,Follow the Money,Ernie the Giant Chicken,Also Appearing
16,Follow the Money,Nicole,Also Appearing
16,Follow the Money,Eddie the Live Studio Ostrich,Also Appearing
16,Follow the Money,The Screaming Black Dolphins,Also Appearing
16,Follow the Money,Wacky Waving Inflatable Arm-Flailing Tubeman,Also Appearing
16,Follow the Money,Janine,Also Appearing
16,Follow the Money,Todd,Also Appearing
16,Follow the Money,Jesus,Also Appearing
16,Follow the Money,Whammy,Also Appearing
16,Follow the Money,Ryan Reynolds,Also Appearing
16,Follow the Money,Ellen DeGeneres,Also Appearing
16,Follow the Money,George Washington,Also Appearing
16,Follow the Money,Benjamin Franklin,Also Appearing
16,Three Directors,Lois Griffin,Also Appearing
16,Three Directors,Stewie Griffin,Also Appearing
16,Three Directors,Chris Griffin,Also Appearing
16,Three Directors,Meg Griffin,Also Appearing
16,Three Directors,Brian Griffin,Also Appearing
16,Three Directors,Cleveland Brown,Also Appearing
16,Three Directors,Joe Swanson,Also Appearing
16,Three Directors,Quagmire,Also Appearing
16,Three Directors,Angela,Also Appearing
16,Three Directors,Carter,Also Appearing
16,Three Directors,Mayor Adam West,Also Appearing
16,Three Directors,Consuela,Also Appearing
16,Three Directors,Tricia Takanawa,Also Appearing
16,Three Directors,Dr. Hartman,Also Appearing
16,Three Directors,Phineas & Barnaby,Also Appearing
16,Three Directors,John Herbert,Also Appearing
16,Three Directors,Bruce,Also Appearing
16,Three Directors,Mort,Also Appearing
16,Three Directors,Seamus,Also Appearing
16,Three Directors,Principal Shepherd,Also Appearing
16,Three Directors,Opie,Also Appearing
16,Three Directors,Tom Tucker,Also Appearing
16,Three Directors,Gene Porterfield,Also Appearing
16,Three Directors,Christoph Waltz Uncut version - Stella,Also Appearing
16,The D in Apartment 23,Peter Griffin,Also Appearing
16,The D in Apartment 23,Lois Griffin,Also Appearing
16,The D in Apartment 23,Meg Griffin,Also Appearing
16,The D in Apartment 23,Chris Griffin,Also Appearing
16,The D in Apartment 23,Stewie Griffin,Also Appearing
16,The D in Apartment 23,Joe Swanson,Also Appearing
16,The D in Apartment 23,Cleveland Brown,Also Appearing
16,The D in Apartment 23,Quagmire,Also Appearing
16,The D in Apartment 23,Jerome,Also Appearing
16,The D in Apartment 23,Seamus,Also Appearing
16,The D in Apartment 23,Sid,Also Appearing
16,The D in Apartment 23,Kurt,Also Appearing
16,The D in Apartment 23,Gill,Also Appearing
16,The D in Apartment 23,Chip,Also Appearing
16,The D in Apartment 23,Karen,Also Appearing
16,The D in Apartment 23,JJ,Also Appearing
16,The D in Apartment 23,Angela,Also Appearing
16,The D in Apartment 23,Tito,Also Appearing
16,The D in Apartment 23,Larry,Also Appearing
16,The D in Apartment 23,Lou Spinazola,Also Appearing
16,The D in Apartment 23,Oscar the Grouch,Also Appearing
16,The D in Apartment 23,Kevin Hart,Also Appearing
16,The D in Apartment 23,Ice Cube,Also Appearing
16,Petey IV,Lois Griffin,Also Appearing
16,Petey IV,Meg Griffin,Also Appearing
16,Petey IV,Chris Griffin,Also Appearing
16,Petey IV,Stewie Griffin,Also Appearing
16,Petey IV,Quagmire,Also Appearing
16,Petey IV,Joe Swanson,Also Appearing
16,Petey IV,Cleveland Brown,Also Appearing
16,Petey IV,Carter,Also Appearing
16,Petey IV,Babs,Also Appearing
16,Petey IV,Carl,Also Appearing
16,Petey IV,Lou Spinazola,Also Appearing
16,Petey IV,Martha,Also Appearing
16,Petey IV,Randy,Also Appearing
16,Petey IV,Jeff,Also Appearing
16,Petey IV,Rocky,Also Appearing
16,Petey IV,Ivan Drago,Also Appearing
16,Petey IV,The Avengers,Also Appearing
16,Petey IV,Roger Goodell,Also Appearing
16,Petey IV,The Beatles,Also Appearing
16,Petey IV,Lionel Richie,Also Appearing
16,Petey IV,Ronan Farrow,Also Appearing
16,Petey IV,Woody Allen,Also Appearing
16,Petey IV,Soon-Yi Previn,Also Appearing
16,Petey IV,Brigitte Nielsen,Also Appearing
16,Petey IV,Scottie Pippen,Also Appearing
16,Petey IV,Kevin Hart,Also Appearing
16,Petey IV,Ice Cube,Also Appearing
16,Petey IV,Donald Trump,Also Appearing
16,Petey IV,Hillary Clinton,Also Appearing
16,Petey IV,Vladimir Putin,Also Appearing
16,Petey IV,Jeff Probst,Also Appearing
16,Crimes and Meg's Demeanor,Lois Griffin,Also Appearing
16,Crimes and Meg's Demeanor,Chris Griffin,Also Appearing
16,Crimes and Meg's Demeanor,Brian Griffin,Also Appearing
16,Crimes and Meg's Demeanor,Stewie Griffin,Also Appearing
16,Crimes and Meg's Demeanor,Quagmire,Also Appearing
16,Crimes and Meg's Demeanor,Joe Swanson,Also Appearing
16,Crimes and Meg's Demeanor,Rupert,Also Appearing
16,Crimes and Meg's Demeanor,Ruth,Also Appearing
16,Crimes and Meg's Demeanor,Patty,Also Appearing
16,Crimes and Meg's Demeanor,Esther,Also Appearing
16,Crimes and Meg's Demeanor,Jerome,Also Appearing
16,Crimes and Meg's Demeanor,John Shepherd & Fiona Shepherd,Also Appearing
16,Crimes and Meg's Demeanor,Tom Tucker,Also Appearing
16,Crimes and Meg's Demeanor,Lou Spinazola,Also Appearing
16,Crimes and Meg's Demeanor,Wacky Waving Inflatable Arm-Flailing Tubeman,Also Appearing
16,Crimes and Meg's Demeanor,Annie,Also Appearing
16,Crimes and Meg's Demeanor,Adrian Balboa,Also Appearing
16,Don't Be a Dickens at Christmas,Lois Griffin,Also Appearing
16,Don't Be a Dickens at Christmas,Meg Griffin,Also Appearing
16,Don't Be a Dickens at Christmas,Chris Griffin,Also Appearing
16,Don't Be a Dickens at Christmas,Stewie Griffin,Also Appearing
16,Don't Be a Dickens at Christmas,Brian Griffin,Also Appearing
16,Don't Be a Dickens at Christmas,Joe Swanson,Also Appearing
16,Don't Be a Dickens at Christmas,Quagmire,Also Appearing
16,Don't Be a Dickens at Christmas,Cleveland Brown,Also Appearing
16,Don't Be a Dickens at Christmas,Donna,Also Appearing
16,Don't Be a Dickens at Christmas,Jr.,Also Appearing
16,Don't Be a Dickens at Christmas,Roberta Tubbs,Also Appearing
16,Don't Be a Dickens at Christmas,Rallo Tubbs,Also Appearing
16,Don't Be a Dickens at Christmas,Carter,Also Appearing
16,Don't Be a Dickens at Christmas,Babs,Also Appearing
16,Don't Be a Dickens at Christmas,Thelma Griffin,Also Appearing
16,Don't Be a Dickens at Christmas,Ollie Williams,Also Appearing
16,Don't Be a Dickens at Christmas,Opie,Also Appearing
16,Don't Be a Dickens at Christmas,Angela,Also Appearing
16,Don't Be a Dickens at Christmas,Stella,Also Appearing
16,Don't Be a Dickens at Christmas,Fouad,Also Appearing
16,Don't Be a Dickens at Christmas,Kanye Canes,Also Appearing
16,Don't Be a Dickens at Christmas,David Wooderson,Also Appearing
16,Don't Be a Dickens at Christmas,Frank,Also Appearing
16,Don't Be a Dickens at Christmas,Holden,Also Appearing
16,Don't Be a Dickens at Christmas,Lance,Also Appearing
16,Don't Be a Dickens at Christmas,Karen,Also Appearing
16,Don't Be a Dickens at Christmas,Norm MacDonald,Also Appearing
16,Don't Be a Dickens at Christmas,Marley,Also Appearing
16,Don't Be a Dickens at Christmas,Peabo Bryson,Also Appearing
16,Don't Be a Dickens at Christmas,Robin Williams,Also Appearing
16,Don't Be a Dickens at Christmas,Patrick Swayze,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Stewie Griffin,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Lois Griffin,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Peter Griffin,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Chris Griffin,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Meg Griffin,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Cleveland Brown,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Donna,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Quagmire,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Joe Swanson,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Rupert,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Tom Tucker,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Max,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Scott,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Billy Joel,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Nancy Reagan,Also Appearing
16,Boy (Dog) Meets Girl (Dog),Ronald Reagan,Also Appearing
16,Dog Bites Bear,Lois Griffin,Also Appearing
16,Dog Bites Bear,Peter Griffin,Also Appearing
16,Dog Bites Bear,Meg Griffin,Also Appearing
16,Dog Bites Bear,Chris Griffin,Also Appearing
16,Dog Bites Bear,Joe Swanson,Also Appearing
16,Dog Bites Bear,Quagmire,Also Appearing
16,Dog Bites Bear,Cleveland Brown,Also Appearing
16,Dog Bites Bear,Boo Berry,Also Appearing
16,Dog Bites Bear,Danny Trejo,Also Appearing
16,Dog Bites Bear,Dikembe Mutombo,Also Appearing
16,Dog Bites Bear,Paul Walker,Also Appearing
16,"Send in Stewie, Please",Brian Griffin,Also Appearing
16,"Send in Stewie, Please",Rupert,Also Appearing
16,"Send in Stewie, Please",Barbara,Also Appearing
16,"Send in Stewie, Please",Michael,Also Appearing
16,"Send in Stewie, Please",Sebastian,Also Appearing
16,"Send in Stewie, Please",Declan,Also Appearing
16,"Send in Stewie, Please",Flibbit,Also Appearing
16,"Send in Stewie, Please",Pipadoodle,Also Appearing
16,"Send in Stewie, Please",Scudger,Also Appearing
16,"Send in Stewie, Please",Nonsenseword,Also Appearing
16,V Is for Mystery,Rupert,Also Appearing
16,V Is for Mystery,Valerie,Also Appearing
16,V Is for Mystery,Kenny McCormick,Also Appearing
16,V Is for Mystery,Benny Hill,Also Appearing
16,V Is for Mystery,Neil Diamond,Also Appearing
16,V Is for Mystery,George Zimmer,Also Appearing
16,V Is for Mystery,Elaine Joyce,Also Appearing
16,V Is for Mystery,Ron Palillo,Also Appearing
16,V Is for Mystery,Bill Cosby,Also Appearing
16,V Is for Mystery,Oscar Wilde,Also Appearing
16,V Is for Mystery,Georges Seurat,Also Appearing
16,V Is for Mystery,Liam & Noel Gallagher Uncensored version: Herbert,Also Appearing
16,Veteran Guy,Lois Griffin,Also Appearing
16,Veteran Guy,Chris Griffin,Also Appearing
16,Veteran Guy,Meg Griffin,Also Appearing
16,Veteran Guy,Stewie Griffin,Also Appearing
16,Veteran Guy,Brian Griffin,Also Appearing
16,Veteran Guy,Donna,Also Appearing
16,Veteran Guy,Rallo,Also Appearing
16,Veteran Guy,Jr.,Also Appearing
16,Veteran Guy,Roberta,Also Appearing
16,Veteran Guy,Bonnie Swanson,Also Appearing
16,Veteran Guy,Ida,Also Appearing
16,Veteran Guy,Judge Dignified Q. Blackman,Also Appearing
16,Veteran Guy,Jesus Christ,Also Appearing
16,Veteran Guy,Marcus,Also Appearing
16,Veteran Guy,"Anthony ""Ace"" Bourke",Also Appearing
16,Veteran Guy,Christian the lion,Also Appearing
16,Veteran Guy,Aquaman,Also Appearing
16,Veteran Guy,Sub-Mariner,Also Appearing
16,Veteran Guy,Eric Dane,Also Appearing
16,Veteran Guy,Kenny Loggins,Also Appearing
16,The Woof of Wall Street,Meg Griffin,Also Appearing
16,The Woof of Wall Street,Peter Griffin,Also Appearing
16,The Woof of Wall Street,Lois Griffin,Also Appearing
16,The Woof of Wall Street,Joe Swanson,Also Appearing
16,The Woof of Wall Street,Quagmire,Also Appearing
16,The Woof of Wall Street,Cleveland Brown,Also Appearing
16,The Woof of Wall Street,Jerome,Also Appearing
16,The Woof of Wall Street,Jerome's mother,Also Appearing
16,The Woof of Wall Street,Rupert,Also Appearing
16,The Woof of Wall Street,Tom Tucker,Also Appearing
16,The Woof of Wall Street,Consuela,Also Appearing
16,The Woof of Wall Street,Dr. Hartman,Also Appearing
16,The Woof of Wall Street,Carter Pewterschmidt,Also Appearing
16,The Woof of Wall Street,Barbara Pewterschmidt,Also Appearing
16,The Woof of Wall Street,Billy,Also Appearing
16,The Woof of Wall Street,Edgar,Also Appearing
16,The Woof of Wall Street,Rover Dangerfield,Also Appearing
16,The Woof of Wall Street,Cookie Monster,Also Appearing
16,The Woof of Wall Street,Elmo,Also Appearing
16,The Woof of Wall Street,Herry Monster,Also Appearing
16,The Woof of Wall Street,The Flash,Also Appearing
16,The Woof of Wall Street,Ricki,Also Appearing
16,The Woof of Wall Street,Stephen Baldwin,Also Appearing
16,The Woof of Wall Street,James Cameron,Also Appearing
16,The Woof of Wall Street,Tom Cochrane,Also Appearing
16,The Woof of Wall Street,Michael Vick,Also Appearing
16,The Woof of Wall Street,Eli Manning,Also Appearing
16,Family Guy Through the Years,Lois Griffin,Also Appearing
16,Family Guy Through the Years,Meg Griffin,Also Appearing
16,Family Guy Through the Years,Chris Griffin,Also Appearing
16,Family Guy Through the Years,Stewie Griffin,Also Appearing
16,Family Guy Through the Years,Brian Griffin,Also Appearing
16,Family Guy Through the Years,Quagmire,Also Appearing
16,Family Guy Through the Years,Joe Swanson,Also Appearing
16,Family Guy Through the Years,Cleveland Brown,Also Appearing
16,Family Guy Through the Years,Donna,Also Appearing
16,Family Guy Through the Years,Seamus Levine,Also Appearing
16,Family Guy Through the Years,Tom Tucker,Also Appearing
16,Family Guy Through the Years,John Herbert,Also Appearing
16,Family Guy Through the Years,Professor Knockers,Also Appearing
16,Family Guy Through the Years,Ernie the Giant Chicken,Also Appearing
16,Family Guy Through the Years,Mike Brady,Also Appearing
16,Family Guy Through the Years,Elvis Presley,Also Appearing
